chr,start,end
chr2,126682224,126770009
chr2,126770019,126861967
chr2,126861987,126957563
chr2,126957577,127048274
chr2,127048275,127133246
chr2,127133258,127226868
chr2,127226870,127323912
chr2,127323918,127416460
chr2,127416478,127512038
chr2,127512050,127607544
chr2,127607545,127691544
chr2,127691547,127785682
chr2,127785691,127867790
chr2,127867796,127954927
chr2,127954936,128042341
chr2,128042348,128127677
chr2,128127715,128221003
chr2,128221009,128306827
chr2,128306828,128397714
chr2,128397714,128485954
chr2,128485966,128581967
chr2,128581998,128668328
chr2,128668328,128758300
chr2,128758300,128842861
chr2,128842866,128939831
chr2,128939836,129028415
chr2,129028436,129115658
chr2,129115659,129214998
chr2,129215001,129312445
chr2,129312453,129402446
chr2,129402460,129496903
chr2,129496904,129593789
chr2,129593791,129687428
chr2,129687429,129779522
chr2,129779560,129874466
chr2,129874470,129963543
chr2,129963560,130041500
chr2,130041500,130106123
chr2,130106126,130178889
chr2,130178911,130258185
chr2,130258193,130348309
chr2,130348347,130432414
chr2,130432415,130540276
chr2,130540278,130636468
chr2,130636468,130696776
chr2,130696778,130782063
chr2,130782064,130868779
chr2,130868791,130963915
chr2,130963915,131052936
chr2,131052936,131131841
chr2,131131841,131213862
chr2,131213895,131284280
chr2,131284283,131352210
chr2,131352213,131443791
chr2,131443797,131518769
chr2,131518770,131595449
chr2,131595460,131666880
chr2,131666882,131764010
chr2,131764019,131838184
chr2,131838187,131934514
chr2,131934521,132022797
chr2,132022814,132093497
chr2,132093506,132190122
chr2,132190126,132253763
chr2,132253766,132312935
chr2,132312941,132406911
chr2,132406919,132501614
chr2,132501634,132592564
chr2,132592579,132689007
chr2,132689016,132788735
chr2,132788824,132887319
chr2,132887319,132985534
chr2,132985543,133087811
chr2,133087815,133183568
chr2,133183574,133281885
chr2,133281888,133381248
chr2,133381265,133476411
chr2,133476413,133569352
chr2,133569354,133665360
chr2,133665364,133766462
chr2,133766463,133862492
chr2,133862495,133958006
chr2,133958006,134053758
chr2,134053760,134139637
chr2,134139638,134234814
chr2,134234848,134332864
chr2,134332870,134433833
chr2,134433833,134527278
chr2,134527279,134625863
chr2,134625872,134724079
chr2,134724083,134825499
chr2,134825500,134917181
chr2,134917181,135009004
chr2,135009021,135102843
chr2,135102865,135196940
chr2,135196970,135293780
chr2,135293802,135384232
chr2,135384235,135465713
chr2,135465714,135553011
chr2,135553012,135652974
chr2,135652981,135749039
chr2,135749039,135841244
chr2,135841279,135937780
chr2,135937788,136035837
chr2,136035870,136135331
chr2,136135339,136240088
chr2,136240100,136337414
chr2,136337457,136417781
chr2,136417783,136506407
chr2,136506409,136599895
chr2,136599906,136694506
chr2,136694509,136788354
chr2,136788365,136884530
chr2,136884541,136976168
chr2,136976212,137071449
chr2,137071450,137159835
chr2,137159842,137258563
chr2,137258571,137340910
chr2,137340911,137425837
chr2,137425839,137520399
chr2,137520401,137610621
chr2,137610634,137703429
chr2,137703430,137792541
chr2,137792542,137889072
chr2,137889101,137984578
chr2,137984579,138088882
chr2,138088882,138191154
chr2,138191164,138290489
chr2,138290496,138394877
chr2,138394896,138496912
chr2,138496917,138587162
chr2,138587170,138680267
chr2,138680275,138774888
chr2,138774892,138866150
chr2,138866158,138961038
chr2,138961059,139053487
chr2,139053495,139144180
chr2,139144189,139230792
chr2,139230800,139318464
chr2,139318466,139412777
chr2,139412778,139515489
chr2,139515496,139610974
chr2,139610982,139706863
chr2,139706879,139806982
chr2,139806997,139893810
chr2,139893820,139981502
chr2,139981505,140078690
chr2,140078692,140173254
chr2,140173261,140264586
chr2,140264589,140350983
chr2,140350984,140448624
chr2,140448626,140545062
chr2,140545063,140634639
chr2,140634640,140724068
chr2,140724077,140808886
chr2,140808892,140901333
chr2,140901341,140989664
chr2,140989666,141075912
chr2,141075927,141156432
chr2,141156435,141242993
chr2,141243000,141331002
chr2,141331005,141421528
chr2,141421528,141506705
chr2,141506707,141595580
chr2,141595588,141686155
chr2,141686155,141779477
chr2,141779502,141874083
chr2,141874083,141964242
chr2,141964250,142053699
chr2,142053724,142145997
chr2,142146000,142241474
chr2,142241489,142338239
chr2,142338239,142430906
chr2,142430907,142522360
chr2,142522362,142615588
chr2,142615612,142706669
chr2,142706674,142801223
chr2,142801265,142895877
chr2,142895919,142994440
chr2,142994452,143086343
chr2,143086391,143179811
chr2,143179822,143276307
chr2,143276328,143364419
chr2,143364466,143452868
chr2,143452870,143541362
chr2,143541370,143637322
chr2,143637324,143730191
chr2,143730195,143825180
chr2,143825206,143925570
chr2,143925603,144026715
chr2,144026718,144124829
chr2,144124840,144221263
chr2,144221312,144320802
chr2,144320808,144419578
chr2,144419583,144519315
chr2,144519318,144617856
chr2,144617875,144720940
chr2,144720951,144821700
chr2,144821709,144918194
chr2,144918201,145017093
chr2,145017104,145117102
chr2,145117117,145218483
chr2,145218485,145319272
chr2,145319275,145410594
chr2,145410618,145500693
chr2,145500695,145587583
chr2,145587617,145677271
chr2,145677271,145764996
chr2,145764999,145852283
chr2,145852323,145945781
chr2,145945789,146037235
chr2,146037242,146135005
chr2,146135025,146229439
chr2,146229448,146327461
chr2,146327470,146423068
chr2,146423070,146522803
chr2,146522809,146620239
chr2,146620248,146717943
chr2,146717948,146809819
chr2,146809831,146910848
chr2,146910888,147010739
chr2,147010754,147113145
chr2,147113147,147207804
chr2,147207806,147310857
chr2,147310868,147409490
chr2,147409503,147511752
chr2,147511753,147610459
chr2,147610459,147710770
chr2,147710772,147797079
chr2,147797104,147893821
chr2,147893836,147992624
chr2,147992631,148088587
chr2,148088629,148186465
chr2,148186479,148280597
chr2,148280642,148374228
chr2,148374235,148465220
chr2,148465220,148571531
chr2,148571538,148666869
chr2,148666869,148759145
chr2,148759156,148853479
chr2,148853514,148960055
chr2,148960057,149064158
chr2,149064163,149168071
chr2,149168093,149271370
chr2,149271389,149368505
chr2,149368524,149470111
chr2,149470130,149559735
chr2,149559739,149657947
chr2,149657953,149756819
chr2,149756825,149849935
chr2,149849946,149940053
chr2,149940054,150025176
chr2,150025179,150118496
chr2,150118518,150213585
chr2,150213587,150318267
chr2,150318273,150415899
chr2,150415909,150512577
chr2,150512582,150607654
chr2,150607656,150706107
chr2,150706127,150806387
chr2,150806404,150907892
chr2,150907902,151005621
chr2,151005661,151107098
chr2,151107118,151208743
chr2,151208751,151306553
chr2,151306557,151400121
chr2,151400132,151484277
chr2,151484278,151593983
chr2,151593988,151701977
chr2,151701991,151796066
chr2,151796072,151895096
chr2,151895096,151995704
chr2,151995709,152092430
chr2,152092452,152181614
chr2,152181614,152281246
chr2,152281267,152376664
chr2,152376690,152479265
chr2,152479276,152580909
chr2,152580933,152669926
chr2,152669938,152757035
chr2,152757035,152855554
chr2,152855583,152941286
chr2,152941286,153024559
chr2,153024569,153119157
chr2,153119157,153215037
chr2,153215046,153304547
chr2,153304559,153401579
chr2,153401582,153495928
chr2,153495932,153591328
chr2,153591340,153676353
chr2,153676359,153768947
chr2,153768954,153865925
chr2,153865926,153959117
chr2,153959117,154052083
chr2,154052091,154148304
chr2,154148306,154244168
chr2,154244175,154337369
chr2,154337376,154434706
chr2,154434718,154530382
chr2,154530393,154620950
chr2,154620955,154719833
chr2,154719840,154819689
chr2,154819693,154914174
chr2,154914176,155008033
chr2,155008035,155106745
chr2,155106754,155201043
chr2,155201054,155303328
chr2,155303336,155403374
chr2,155403374,155491038
chr2,155491066,155588061
chr2,155588079,155683660
chr2,155683667,155784785
chr2,155784794,155889147
chr2,155889186,155991773
chr2,155991774,156096868
chr2,156096883,156202257
chr2,156202258,156301355
chr2,156301366,156396451
chr2,156396453,156493926
chr2,156493926,156602760
chr2,156602763,156708641
chr2,156708646,156810889
chr2,156810895,156920479
chr2,156920486,157016707
chr2,157016708,157116958
chr2,157116959,157222943
chr2,157222944,157321516
chr2,157321521,157416193
chr2,157416194,157518236
chr2,157518244,157619349
chr2,157619354,157720114
chr2,157720118,157825129
chr2,157825150,157921402
chr2,157921412,158022303
chr2,158022306,158121593
chr2,158121595,158224603
chr2,158224608,158314045
chr2,158314046,158404761
chr2,158404762,158492214
chr2,158492250,158585810
chr2,158585816,158690382
chr2,158690382,158782997
chr2,158783007,158866424
chr2,158866430,158949381
chr2,158949392,159049282
chr2,159049283,159144007
chr2,159144018,159238890
chr2,159238899,159327924
chr2,159327934,159435052
chr2,159435057,159536119
chr2,159536134,159633768
chr2,159633777,159727729
chr2,159727737,159821486
chr2,159821487,159923504
chr2,159923508,160026806
chr2,160026821,160123530
chr2,160123532,160217629
chr2,160217630,160318783
chr2,160318784,160417324
chr2,160417338,160513441
chr2,160513472,160607021
chr2,160607025,160708871
chr2,160708876,160797890
chr2,160797900,160891684
chr2,160891746,160996194
chr2,160996213,161094036
chr2,161094054,161201973
chr2,161201973,161297145
chr2,161297147,161405145
chr2,161405147,161508054
chr2,161508054,161598385
chr2,161598395,161698796
chr2,161698807,161795755
chr2,161795756,161895800
chr2,161895802,161993434
chr2,161993446,162092960
chr2,162092972,162186035
chr2,162186045,162284572
chr2,162284588,162388181
chr2,162388182,162489851
chr2,162489873,162587541
chr2,162587550,162686564
chr2,162686575,162784145
chr2,162784147,162882515
chr2,162882526,162981738
chr2,162981756,163080382
chr2,163080391,163179538
chr2,163179542,163277694
chr2,163277697,163378097
chr2,163378123,163475310
chr2,163475317,163570280
chr2,163570281,163667236
chr2,163667275,163767553
chr2,163767566,163865134
chr2,163865136,163962317
chr2,163962320,164061417
chr2,164061421,164150792
chr2,164150801,164249896
chr2,164249917,164341821
chr2,164341822,164444007
chr2,164444026,164543471
chr2,164543477,164643585
chr2,164643605,164750883
chr2,164750894,164849945
chr2,164849962,164956863
chr2,164956867,165058198
chr2,165058219,165167098
chr2,165167101,165270846
chr2,165270851,165376469
chr2,165376485,165475770
chr2,165475794,165576964
chr2,165576967,165679965
chr2,165679989,165769784
chr2,165769818,165871392
chr2,165871392,165967272
chr2,165967274,166073872
chr2,166073894,166172210
chr2,166172211,166270762
chr2,166270762,166369171
chr2,166369172,166463206
chr2,166463209,166557751
chr2,166557752,166644765
chr2,166644765,166728571
chr2,166728579,166824530
chr2,166824530,166914104
chr2,166914105,167009482
chr2,167009505,167094615
chr2,167094620,167185084
chr2,167185089,167282579
chr2,167282596,167380776
chr2,167380782,167470324
chr2,167470325,167561571
chr2,167561572,167648766
chr2,167648769,167741799
chr2,167741803,167836400
chr2,167836402,167922975
chr2,167922985,168023385
chr2,168023389,168125036
chr2,168125039,168223369
chr2,168223372,168317679
chr2,168317686,168418822
chr2,168418823,168520598
chr2,168520598,168619977
chr2,168619985,168713018
chr2,168713026,168806183
chr2,168806203,168899150
chr2,168899171,168998802
chr2,168998823,169097409
chr2,169097413,169199976
chr2,169199977,169299139
chr2,169299143,169388597
chr2,169388602,169468194
chr2,169468196,169560839
chr2,169560839,169641916
chr2,169641929,169735805
chr2,169735809,169821243
chr2,169821253,169902514
chr2,169902516,170001470
chr2,170001479,170103363
chr2,170103367,170192695
chr2,170192696,170296895
chr2,170296922,170398064
chr2,170398065,170490205
chr2,170490218,170584379
chr2,170584390,170671548
chr2,170671551,170763576
chr2,170763587,170863088
chr2,170863093,170960549
chr2,170960564,171046436
chr2,171046445,171140172
chr2,171140173,171235143
chr2,171235151,171331655
chr2,171331662,171430086
chr2,171430088,171531420
chr2,171531421,171625241
chr2,171625244,171721524
chr2,171721543,171818396
chr2,171818400,171905807
chr2,171905808,172000884
chr2,172000888,172091230
chr2,172091230,172179730
chr2,172179743,172276490
chr2,172276530,172374397
chr2,172374399,172472843
chr2,172472850,172565802
chr2,172565830,172657866
chr2,172657886,172761075
chr2,172761081,172867365
chr2,172867407,172972722
chr2,172972733,173075416
chr2,173075434,173172763
chr2,173172768,173273925
chr2,173273929,173359712
chr2,173359712,173452645
chr2,173452647,173544014
chr2,173544018,173647888
chr2,173647895,173746697
chr2,173746706,173843198
chr2,173843214,173936190
chr2,173936201,174027803
chr2,174027805,174130248
chr2,174130254,174235934
chr2,174235938,174323635
chr2,174323635,174416876
chr2,174416879,174518991
chr2,174518995,174626103
chr2,174626113,174729812
chr2,174729813,174826183
chr2,174826198,174927508
chr2,174927535,175027437
chr2,175027443,175127961
chr2,175127962,175223447
chr2,175223458,175319431
chr2,175319440,175419825
chr2,175419841,175518206
chr2,175518208,175617441
chr2,175617442,175716692
chr2,175716692,175814767
chr2,175814791,175918328
chr2,175918332,176019649
chr2,176019653,176111840
chr2,176111840,176204705
chr2,176204718,176299586
chr2,176299587,176403469
chr2,176403493,176509739
chr2,176509741,176606860
chr2,176606917,176707201
chr2,176707209,176805923
chr2,176805935,176907676
chr2,176907677,177008180
chr2,177008182,177108644
chr2,177108659,177210274
chr2,177210281,177301574
chr2,177301596,177407322
chr2,177407326,177509817
chr2,177509828,177609950
chr2,177609967,177711852
chr2,177711853,177813315
chr2,177813320,177910544
chr2,177910561,178007781
chr2,178007789,178109758
chr2,178109758,178204334
chr2,178204337,178305465
chr2,178305466,178410748
chr2,178410757,178513735
chr2,178513736,178629346
chr2,178629357,178740383
chr2,178740396,178843172
chr2,178843175,178946176
chr2,178946177,179028353
chr2,179028356,179103966
chr2,179103973,179197811
chr2,179197814,179290654
chr2,179290655,179385146
chr2,179385152,179471476
chr2,179471480,179571572
chr2,179571593,179676601
chr2,179676605,179774639
chr2,179774645,179878691
chr2,179878691,179980271
chr2,179980272,180077686
chr2,180077689,180171256
chr2,180171260,180263288
chr2,180263289,180359192
chr2,180359196,180451213
chr2,180451217,180544787
chr2,180544793,180640129
chr2,180640142,180734069
chr2,180734079,180831486
chr2,180831489,180927246
chr2,180927289,181027207
chr2,181027237,181119746
chr2,181119746,181216903
chr2,181216937,181312099
chr2,181312118,181409589
chr2,181409601,181504015
chr2,181504026,181599334
chr2,181599382,181697779
chr2,181697788,181795612
chr2,181795646,181901035
chr2,181901054,182005188
chr2,182005194,182104108
chr2,182104108,182202419
chr2,182202447,182295326
chr2,182295327,182394768
chr2,182394781,182492200
chr2,182492209,182582245
chr2,182582259,182676128
chr2,182676130,182766279
chr2,182766283,182866672
chr2,182866676,182960806
chr2,182960806,183056101
chr2,183056101,183147725
chr2,183147731,183242460
chr2,183242460,183333595
chr2,183333604,183428312
chr2,183428327,183521665
chr2,183521670,183610317
chr2,183610328,183706351
chr2,183706352,183795506
chr2,183795507,183887251
chr2,183887266,183977180
chr2,183977189,184076606
chr2,184076614,184174463
chr2,184174477,184264731
chr2,184264736,184363375
chr2,184363385,184457736
chr2,184457748,184547879
chr2,184547881,184641635
chr2,184641685,184738342
chr2,184738352,184833156
chr2,184833160,184929479
chr2,184929487,185024686
chr2,185024686,185115550
chr2,185115573,185205197
chr2,185205209,185295968
chr2,185295974,185384531
chr2,185384531,185471293
chr2,185471294,185570595
chr2,185570600,185664075
chr2,185664076,185767734
chr2,185767783,185864892
chr2,185864899,185958348
chr2,185958355,186056649
chr2,186056649,186154049
chr2,186154049,186242886
chr2,186242888,186338360
chr2,186338365,186435448
chr2,186435477,186532163
chr2,186532163,186637338
chr2,186637339,186741527
chr2,186741579,186845177
chr2,186845179,186942804
chr2,186942846,187033942
chr2,187033954,187137962
chr2,187137964,187239233
chr2,187239242,187336311
chr2,187336324,187442845
chr2,187442879,187550290
chr2,187550305,187642668
chr2,187642677,187741843
chr2,187741851,187835345
chr2,187835347,187934319
chr2,187934328,188033938
chr2,188033938,188131714
chr2,188131715,188234771
chr2,188234778,188335296
chr2,188335317,188439512
chr2,188439515,188544335
chr2,188544337,188648781
chr2,188648796,188747785
chr2,188747787,188843884
chr2,188843888,188945710
chr2,188945716,189045905
chr2,189045918,189157396
chr2,189157415,189264845
chr2,189264848,189367155
chr2,189367156,189472766
chr2,189472772,189577063
chr2,189577079,189677705
chr2,189677722,189781030
chr2,189781038,189879247
chr2,189879251,189978664
chr2,189978686,190078320
chr2,190078331,190180096
chr2,190180097,190275654
chr2,190275662,190373262
chr2,190373262,190474751
chr2,190474759,190584898
chr2,190584898,190693014
chr2,190693019,190795121
chr2,190795127,190892215
chr2,190892227,190993624
chr2,190993627,191100305
chr2,191100321,191204028
chr2,191204028,191308484
chr2,191308489,191412275
chr2,191412277,191509184
chr2,191509186,191608995
chr2,191609018,191700026
chr2,191700027,191798603
chr2,191798618,191905747
chr2,191905779,192005925
chr2,192005925,192107140
chr2,192107165,192206715
chr2,192206754,192303377
chr2,192303395,192401071
chr2,192401072,192493889
chr2,192493890,192587810
chr2,192587810,192682817
chr2,192682818,192782993
chr2,192783009,192880412
chr2,192880414,192980012
chr2,192980027,193071848
chr2,193071852,193175223
chr2,193175229,193271819
chr2,193271822,193363835
chr2,193363845,193462594
chr2,193462604,193556380
chr2,193556380,193650625
chr2,193650636,193745007
chr2,193745022,193844855
chr2,193844856,193935127
chr2,193935138,194029197
chr2,194029212,194106814
chr2,194106815,194193154
chr2,194193158,194285631
chr2,194285633,194384606
chr2,194384613,194471549
chr2,194471576,194565902
chr2,194565902,194662884
chr2,194662918,194759337
chr2,194759339,194848262
chr2,194848280,194943267
chr2,194943268,195040473
chr2,195040479,195125528
chr2,195125534,195221619
chr2,195221628,195308057
chr2,195308076,195403072
chr2,195403073,195503105
chr2,195503105,195589594
chr2,195589595,195681723
chr2,195681735,195777044
chr2,195777088,195871929
chr2,195871930,195965241
chr2,195965254,196060347
chr2,196060358,196150761
chr2,196150787,196251320
chr2,196251324,196351608
chr2,196351619,196454073
chr2,196454074,196552614
chr2,196552621,196655895
chr2,196655904,196755809
chr2,196755821,196857941
chr2,196857962,196963208
chr2,196963212,197066280
chr2,197066304,197172019
chr2,197172021,197277022
chr2,197277028,197375022
chr2,197375023,197465286
chr2,197465287,197553766
chr2,197553820,197640428
chr2,197640429,197734137
chr2,197734147,197843966
chr2,197843970,197946827
chr2,197946831,198053692
chr2,198053694,198160565
chr2,198160565,198260042
chr2,198260046,198360095
chr2,198360101,198457347
chr2,198457377,198551897
chr2,198551898,198645227
chr2,198645255,198742452
chr2,198742488,198842892
chr2,198842899,198942562
chr2,198942579,199037362
chr2,199037367,199139132
chr2,199139136,199234404
chr2,199234419,199335037
chr2,199335043,199438615
chr2,199438679,199537065
chr2,199537066,199636985
chr2,199636992,199744067
chr2,199744091,199848655
chr2,199848656,199949961
chr2,199949964,200064340
chr2,200064341,200166373
chr2,200166377,200262966
chr2,200262968,200363642
chr2,200363669,200471021
chr2,200471023,200577176
chr2,200577186,200682003
chr2,200682017,200783208
chr2,200783212,200870526
chr2,200870532,200970837
chr2,200970842,201069996
chr2,201070010,201166513
chr2,201166518,201265379
chr2,201265380,201361119
chr2,201361133,201469406
chr2,201469426,201581469
chr2,201581471,201677767
chr2,201677775,201780742
chr2,201780742,201881208
chr2,201881223,201976120
chr2,201976122,202068958
chr2,202068959,202169994
chr2,202169995,202261129
chr2,202261130,202347817
chr2,202347829,202435380
chr2,202435382,202522579
chr2,202522583,202612729
chr2,202612730,202702006
chr2,202702018,202795064
chr2,202795067,202893124
chr2,202893149,202988826
chr2,202988841,203090030
chr2,203090031,203190787
chr2,203190788,203283451
chr2,203283452,203368879
chr2,203368883,203458558
chr2,203458562,203545552
chr2,203545552,203638597
chr2,203638603,203735662
chr2,203735686,203831827
chr2,203831828,203935828
chr2,203935833,204036693
chr2,204036711,204136457
chr2,204136462,204236402
chr2,204236432,204330739
chr2,204330740,204426824
chr2,204426830,204527035
chr2,204527066,204626545
chr2,204626546,204726634
chr2,204726640,204819242
chr2,204819301,204914839
chr2,204914841,205002218
chr2,205002227,205089489
chr2,205089493,205182697
chr2,205182699,205273957
chr2,205273960,205371832
chr2,205371859,205466378
chr2,205466381,205555402
chr2,205555403,205648497
chr2,205648509,205748018
chr2,205748028,205848259
chr2,205848259,205939795
chr2,205939799,206030821
chr2,206030831,206122847
chr2,206122850,206209718
chr2,206209721,206300768
chr2,206300778,206399484
chr2,206399485,206492342
chr2,206492352,206589566
chr2,206589597,206689341
chr2,206689343,206792263
chr2,206792309,206890683
chr2,206890694,206989022
chr2,206989028,207075148
chr2,207075153,207169269
chr2,207169271,207275211
chr2,207275236,207382246
chr2,207382248,207483912
chr2,207483924,207580010
chr2,207580019,207670612
chr2,207670618,207755559
chr2,207755560,207841608
chr2,207841609,207943863
chr2,207943866,208047514
chr2,208047527,208137398
chr2,208137406,208220832
chr2,208220837,208316920
chr2,208316928,208416060
chr2,208416071,208521135
chr2,208521136,208616354
chr2,208616364,208708693
chr2,208708694,208785061
chr2,208785067,208860014
chr2,208860024,208950073
chr2,208950099,209053430
chr2,209053473,209145262
chr2,209145264,209240120
chr2,209240130,209328114
chr2,209328118,209423779
chr2,209423783,209521177
chr2,209521204,209617745
chr2,209617745,209724267
chr2,209724295,209822643
chr2,209822648,209924722
chr2,209924734,210027191
chr2,210027192,210127777
chr2,210127784,210226943
chr2,210226946,210330008
chr2,210330015,210421482
chr2,210421483,210511091
chr2,210511094,210614052
chr2,210614059,210717599
chr2,210717607,210811011
chr2,210811069,210905016
chr2,210905020,210992820
chr2,210992823,211077986
chr2,211077992,211162670
chr2,211162679,211247201
chr2,211247209,211331141
chr2,211331141,211424417
chr2,211424417,211518121
chr2,211518132,211609225
chr2,211609232,211703120
chr2,211703135,211788487
chr2,211788487,211878224
chr2,211878230,211963563
chr2,211963565,212056113
chr2,212056121,212146517
chr2,212146527,212233545
chr2,212233569,212324312
chr2,212324325,212417261
chr2,212417278,212513395
chr2,212513399,212606417
chr2,212606426,212701877
chr2,212701877,212790470
chr2,212790479,212886276
chr2,212886340,212989757
chr2,212989760,213097146
chr2,213097162,213192918
chr2,213192920,213289953
chr2,213289969,213378040
chr2,213378048,213474269
chr2,213474281,213574688
chr2,213574688,213671800
chr2,213671802,213763228
chr2,213763232,213857768
chr2,213857768,213943450
chr2,213943490,214035665
chr2,214035667,214128942
chr2,214128949,214223789
chr2,214223799,214320189
chr2,214320201,214419864
chr2,214419864,214516687
chr2,214516693,214608291
chr2,214608292,214696128
chr2,214696133,214786393
chr2,214786410,214879187
chr2,214879188,214985469
chr2,214985492,215091165
chr2,215091166,215184396
chr2,215184400,215266798
chr2,215266799,215350280
chr2,215350288,215443202
chr2,215443226,215543174
chr2,215543177,215643471
chr2,215643477,215739824
chr2,215739825,215841131
chr2,215841144,215933063
chr2,215933073,216026062
chr2,216026067,216118152
chr2,216118156,216214218
chr2,216214242,216307839
chr2,216307843,216398660
chr2,216398662,216497806
chr2,216497828,216592766
chr2,216592767,216682838
chr2,216682847,216781098
chr2,216781102,216874726
chr2,216874738,216959834
chr2,216959845,217043225
chr2,217043228,217126489
chr2,217126497,217217723
chr2,217217728,217310902
chr2,217310902,217412225
chr2,217412247,217513084
chr2,217513093,217612833
chr2,217612834,217712803
chr2,217712852,217808245
chr2,217808261,217904413
chr2,217904415,217996552
chr2,217996554,218088926
chr2,218088928,218183669
chr2,218183675,218274583
chr2,218274583,218363355
chr2,218363359,218441394
chr2,218441394,218539374
chr2,218539376,218628258
chr2,218628264,218723937
chr2,218723942,218823188
chr2,218823195,218917455
chr2,218917517,219010943
chr2,219010944,219108510
chr2,219108517,219198359
chr2,219198360,219285229
chr2,219285234,219370849
chr2,219370851,219465815
chr2,219465818,219556417
chr2,219556418,219645588
chr2,219645593,219747249
chr2,219747285,219838703
chr2,219838707,219933883
chr2,219933890,220031408
chr2,220031409,220127044
chr2,220127050,220221302
chr2,220221328,220315686
chr2,220315707,220406762
chr2,220406774,220500708
chr2,220500709,220594404
chr2,220594407,220690170
chr2,220690194,220786322
chr2,220786335,220878934
chr2,220878955,220976467
chr2,220976468,221076280
chr2,221076283,221171382
chr2,221171387,221266783
chr2,221266788,221358178
chr2,221358184,221440177
chr2,221440189,221536436
chr2,221536443,221633138
chr2,221633139,221731166
chr2,221731174,221829337
chr2,221829373,221935280
chr2,221935285,222029956
chr2,222029957,222126167
chr2,222126168,222215437
chr2,222215473,222307473
chr2,222307488,222400983
chr2,222400984,222498908
chr2,222498912,222604235
chr2,222604247,222707916
chr2,222707920,222800932
chr2,222800968,222886503
chr2,222886503,222982991
chr2,222982991,223080857
chr2,223080860,223173951
chr2,223173969,223265205
chr2,223265211,223358715
chr2,223358721,223454173
chr2,223454177,223550020
chr2,223550034,223648620
chr2,223648622,223747009
chr2,223747009,223838742
chr2,223838760,223934613
chr2,223934614,224027077
chr2,224027082,224125787
chr2,224125798,224228568
chr2,224228570,224321907
chr2,224321907,224415870
chr2,224415873,224509595
chr2,224509597,224599269
chr2,224599274,224688972
chr2,224688972,224786019
chr2,224786019,224892285
chr2,224892321,224990325
chr2,224990338,225085486
chr2,225085488,225179346
chr2,225179363,225272942
chr2,225272950,225368602
chr2,225368612,225469529
chr2,225469546,225567038
chr2,225567042,225661364
chr2,225661371,225759112
chr2,225759119,225860083
chr2,225860091,225954036
chr2,225954044,226046602
chr2,226046603,226137874
chr2,226137888,226231477
chr2,226231498,226325162
chr2,226325163,226418374
chr2,226418393,226505523
chr2,226505538,226600459
chr2,226600459,226693568
chr2,226693585,226788179
chr2,226788189,226885341
chr2,226885355,226983186
chr2,226983207,227077634
chr2,227077635,227175118
chr2,227175120,227264141
chr2,227264143,227364598
chr2,227364617,227451256
chr2,227451256,227541631
chr2,227541637,227633922
chr2,227633932,227719108
chr2,227719109,227799183
chr2,227799184,227891810
chr2,227891814,227982311
chr2,227982315,228071646
chr2,228071651,228161895
chr2,228161918,228248170
chr2,228248175,228339523
chr2,228339527,228429452
chr2,228429496,228520352
chr2,228520366,228614476
chr2,228614483,228710004
chr2,228710005,228803172
chr2,228803176,228897868
chr2,228897875,228993740
chr2,228993742,229089469
chr2,229089475,229184961
chr2,229184961,229283908
chr2,229283912,229380643
chr2,229380650,229479586
chr2,229479620,229576774
chr2,229576792,229675227
chr2,229675229,229766737
chr2,229766740,229863988
chr2,229863996,229951068
chr2,229951071,230042787
chr2,230042787,230134069
chr2,230134085,230237806
chr2,230237817,230339065
chr2,230339078,230436965
chr2,230436966,230536741
chr2,230536745,230624345
chr2,230624356,230710907
chr2,230710923,230802532
chr2,230802534,230893111
chr2,230893112,230983067
chr2,230983071,231071660
chr2,231071671,231173685
chr2,231173690,231265991
chr2,231265996,231355364
chr2,231355370,231443657
chr2,231443659,231527975
chr2,231527977,231613156
chr2,231613157,231687170
chr2,231687172,231771884
chr2,231771888,231828222
chr2,231828239,231839884
chr2,231839886,231873458
chr2,231873467,231962437
chr2,231962437,232064155
chr2,232064158,232165874
chr2,232165874,232268038
chr2,232268043,232354973
chr2,232354974,232436260
chr2,232436267,232520140
chr2,232520141,232608231
chr2,232608240,232690546
chr2,232690554,232781426
chr2,232781434,232875574
chr2,232875575,232954500
chr2,232954501,233037726
chr2,233037727,233123765
chr2,233123777,233211185
chr2,233211186,233297189
chr2,233297202,233387400
chr2,233387417,233472700
chr2,233472701,233569527
chr2,233569534,233658738
chr2,233658741,233750825
chr2,233750828,233840521
chr2,233840525,233932764
chr2,233932766,234023401
chr2,234023407,234113164
chr2,234113165,234201614
chr2,234201620,234294375
chr2,234294395,234381596
chr2,234381596,234466953
chr2,234466955,234558060
chr2,234558104,234645521
chr2,234645534,234745653
chr2,234745657,234841225
chr2,234841227,234928474
chr2,234928491,235013950
chr2,235013959,235096666
chr2,235096680,235181851
chr2,235181869,235272398
chr2,235272409,235363697
chr2,235363697,235451496
chr2,235451515,235534725
chr2,235534752,235614072
chr2,235614086,235692374
chr2,235692375,235767618
chr2,235767619,235848609
chr2,235848614,235931048
chr2,235931087,236013299
chr2,236013301,236093525
chr2,236093529,236173054
chr2,236173056,236270562
chr2,236270564,236357562
chr2,236357565,236443782
chr2,236443791,236531113
chr2,236531117,236620586
chr2,236620637,236706454
chr2,236706457,236791039
chr2,236791045,236879280
chr2,236879280,236962217
chr2,236962217,237058057
chr2,237058080,237150248
chr2,237150251,237248334
